MICRO Avas-10mg,8901302098325,26,3292,85592,2027-07-04
MICRO amlong 5mg,8901302051115,29,877,25433,2028-09-30
MICRO Azilide Azithromycin 500mg,,0,1894,0,2027-02-12
MICRO Bactoclav 1000mg,8901302124307,325,6364,2068300,2027-07-11
MICRO Bactoclav 625mg,8901302123126,336,6008,2018688,2027-09-30
MICRO Cefex 500mg,8901302054246,162,10746,1740852,2028-01-30
MICRO Divon K 50mg tab,8901302203767,175,910,159250,2027-05-30
MICRO Divon SR 100mg,8901302097618,0,873,0,2027-01-03
MICRO Esofag 40mg,8901302098233,13,4339,56407,2026-11-13
MICRO Esofag 20mg,8901302098226,37,2968,109816,2026-11-11
MICRO Hipril-A,8901302100608,0,7379,0,2028-01-01
MICRO Mefril 250mg,8901302099025,15,3042,45630,2028-04-30
MICRO Mefril 500mg,8901302099605,115,4611,530265,2028-09-30
MICRO Microflox Ciprofloxacin 500mg,8901302056981,23,974,22402,2028-05-30
MICRO Plagerine 75mg,8901302097304,88,7681,675928,2027-03-30
MICRO nebilong 5mg,8901302059234,10,7241,72410,2028-07-07
MICRO Supixime 100mg/5ml Dry,8901302097557,569,3511,1997759,2028-06-30
Pioneer piopenem 1000mg IV 1vial,,0,6205,0,2027-02-02
Pioneer Horse man 20mg,6251875001577,62,2947,182714,2027-11-11
pioneer Acilox plus syrup,,0,1884,0,2027-03-30
Pioneer Acilox plus tab,6251875001621,10,2199,21990,2026-11-01
pioneer prednicort 20 mg,6251875002116,139,3185,442715,2027-10-30
Pioneer X-cough 100 ml syrup,6251875001102,0,1167,0,2029-01-30
Pioneer Exvent Syrup,6251875000778,60,1224,73440,2028-08-30
Pioneer Levemax 500mg tab,6251875001959,16,13072,209152,2027-10-01
Pioneer Pioverin 135mg tab,6251875000723,24,3999,95976,2027-07-01
Pioneer Chlomal 4mg tab,6251875002178,48,1360,65280,2027-04-30
pioneer Pioxiga 10mg,6251875002994,1,22950,22950,2027-11-11
Pioneer Levemax 100ml syrup,6251875001935,30,9416,282480,2027-07-01
Pioneer sitavia 50 mg tab,6251875001669,14,10095,141330,2028-01-31
Pioneer sitavia 100,,0,14307,0,2028-01-30
Pioneer pioprazole 20,6251875000709,25,1538,38450,2027-06-30
Pioneer no-vomit 8 tab,6251875001614,20,4285,85700,2028-02-28
Pioneer pioprazole 40,6251875000938,37,3520,130240,2027-04-30
Pioneer losart 100,6251875000068,60,5800,348000,2027-08-30
Pioneer losart -h 50/12.5,6251875000198,45,6042,271890,2027-10-30
Pioneer piloric 300 tab,6251875002826,20,2800,56000,2027-12-30
pioneer piocine syrup,6251875000679,10,2000,20000,2028-03-30
pioneer piocine tab,6251875000655,3,2800,8400,2028-03-30
Pioneer Piocine 20 mg amp,6251875002468,16,2600,41600,2027-07-07
Pioneer Painoxio 90mg,6251875001881,21,9138,191898,2027-04-12
Pioneer NO-VOMIT 8 mg amp,6251875002437,23,5465,125695,2027-10-10
pioneer Movineer 7.5,6251875000044,46,2575,118450,2028-06-30
pioneer Movineer 15,6251875000051,53,3180,168540,2028-01-01
pioneer Piostan 500mg tab,6251875000105,15,1592,23880,2028-01-01
Pioneer Piodol Extra tab,6251875001447,143,1423,203489,2027-05-30
Pioneer Piodol Advance 500mg tab,6251875001287,57,1146,65322,2028-03-01
Pioneer Montix 5mg tab,6251875000464,9,7398,66582,2027-06-30
Pioneer Montix 10mg tab,6251875000624,35,8200,287000,2027-07-07
Pioneer Losart-H 100/25mg tab,6251875000204,10,7438,74380,2027-02-28
Pioneer Piodol cold&flu DAY tab,6251875001300,50,2250,112500,2028-02-29
Pioneer sitavia plus 50/500,6251875001676,13,17553,228189,2027-10-10
Pioneer sitavia plus 50/1000,6251875001683,12,15000,180000,2028-12-30
pioeer prednicort 5mg,6251875001768,47,10370,487390,2027-11-30
Pioneer plavineer 75mg,6251875001539,34,9612,326808,2027-09-09
Jpm Azox 500mg Tab,6251154278010,32,4170,133440,2027-12-12
Stragen Katya,5060098730284,11,19389,213279,2027-12-12
Stragen Sunya,5060098730475,11,18395,202345,2028-03-30
UROKPHARMA esorok 20mg,,6,7128,42768,2027-07-30
MUP Mobitil Meloxicam 15mg Amp,6221508171410,170,2911,494870,2028-02-28
MUP MICONAZ miconazole 2% Oral gel,6221508200516,204,1687,344148,2028-01-30
MUP farex 200/30mg tab,6221508019415,105,2538,266490,2027-09-30
MUP sediproct rectal cream,6221508121118,8,2672,21376,2027-04-30
MUP Azaderm Azelaic Acid 20% Cream 30g,6221508121217,6,5173,31038,2027-12-12
Farmak Farmazoline nasal 0.1% drop,4823002238709,9,2693,24237,2028-03-31
Farmak Lamicon Terbinafine 1% Cream 15g,4823002237931,10,4454,44540,2027-10-10
GSK Voltaren Emulgel 100g,6291109120636,4,19644,78576,2028-04-30
turkuaz minoxidil plus 10% spray,8698712459791,50,12395,619750,2029-01-28
turkuaz minoxidil plus 5% spray,8698712455427,50,10810,540500,2029-01-28
turkuaz minoxidil plus 2% spray,8698712456523,20,9795,195900,2029-01-28
turkuaz Plant Coal tar SHAMPOO 200ml,,20,8506,170120,2028-03-08
Turkuaz Gyno Foam 200 ml,8698712454475,108,6795,733860,2028-05-12
turkuaz gyno baking soda antifungal soap,8698712451313,114,2805,319770,2029-05-05
Turkuaz stoplice tea tree oil wash,8698712451276,95,3906,371070,2029-03-03
Turkuaz joy drops delay spray 30 ml,,20,5029,100580,2029-03-30
Turkuaz magic cream 50 g,,20,7276,145520,2028-05-30
Turkuaz man foam,,20,6574,131480,2028-05-01
Turkuaz acne off sap,,50,5885,294250,2028-06-30
Turkuaz GynoVinegar vag douche,8698712455434,11,2744,30184,2027-01-31
مزلق اطعام Turkuaz,8698712453256,5,4866,24330,2026-12-12
al kindi tussiam syrup,301002101102017,7,1225,8575,2028-06-30
SDI Zinc 50mg - 30 Tab Gluconate,100171230067,7,4675,32725,2029-05-30
sdi pulmocodin syrup,300841050012,13,1920,24960,2027-02-02
SDI DEXON Syrup,300884270019,5,1000,5000,2028-03-03
lion pharma Orogel-mcl gel 15g,8906145220452,200,4465,893000,2027-01-01
Pharmaline Aquaderm Cream 240 ml Moist,5281019047650,13,13375,173875,2028-02-29
Pharmaline Ostrong 60 tab Calcium + Vit D3,5281019902966,39,9129,356031,2028-10-30
Pharmaline Septidyne 10% 100 ml,,7,1654,11578,2028-03-30
Pharmaline Skinheal 0.25% oint 30g,5281019909507,3,5487,16461,2027-07-30
Pharmaline Unazol 150 mg cap,5281019904984,268,1862,499016,2027-12-30
hi pharma orastatin 100000U/ML,6224001050343,50,2208,110400,2029-05-30
hi pharma Nasostop 0.1 nasal drop,6224001050312,154,1877,289058,2028-09-30
ZAK 240ml,,1,1500,1500,2027-12-01
sedico biomox 500mg IM.IV vial,,300,1380,414000,2028-09-30
Biomox 1000mg I.M.I.V 1vial,6221042430011,31,1821,56451,2027-03-03
Health Well Nazowell 150mg cap,6224000911713,211,2206,465466,2029-05-30
MARKSANS Sterilised Water for Injection 100 x 5ml,,2,6795,13590,2028-01-01
LONDON MEDICALS Dalvit D3 300.000 IU/1ml amp,5096091330350,145,1498,217210,2027-04-30
Eipico Optigent 0.3% Eye Ointment,6221032340047,18,1656,29808,2029-03-30
Eipico cetal extra,6221032118202,5,2040,10200,2027-04-30
United hi-dee 10000,6251653220305,83,11227,931841,2028-06-30
United hi-dee 50000,6251653220404,65,11930,775450,2028-11-30
United hi-dee 5000,6251653220206,62,9875,612250,2027-02-28
United Co_Anginet 160/12.5mg,6251653070108,21,10073,211533,2028-04-04
United anginet 80mg,6251653060109,28,7611,213108,2027-09-09
United Osteo-Alfa 0.25mg tab,6251158710004,47,6254,293938,2028-09-30
United Co-Anginaet 160/25 mg tab,6251653070207,34,10073,342482,2028-08-08
United suraxim 400 mg,6251158880011,457,4477,2045989,2027-07-07
United Atoxia 120 mg tab,6251653190219,45,5772,259740,2028-09-30
United Atoxia 60 mg ta,6251653190004,82,5003,410246,2028-08-30
United Atoxia 90 mg tab,6251653190103,147,5640,829080,2028-10-30
United Candizol Oral Gel 40 g,6251158490401,17,2897,49249,2028-07-30
United Gyno-Candizol 400 mg Vag Cap,6251158490203,78,2546,198588,2028-12-30
United Ruxid 300 mg 7 tab,6251158270119,12,6584,79008,2027-02-28
United Senergy 10/160 mg tab,6251653300106,9,14317,128853,2027-09-28
United Senergy Plus 10/160/12.5 mg,6251653300403,40,15953,638120,2027-11-30
United Senergy Plus 5/160/25 mg,6251653300502,30,15136,454080,2027-11-30
United Taskine children 100mg/5ml,6251910000343,90,1942,174780,2027-09-30
Du - Samiluxin syrup x100ml,6251875001621,16,2040,32640,2027-01-01
urok Diflurok 150mg cap,,38,1347,51186,2028-12-12
Safa Flucure tab,,1,15147,15147,2027-05-31
nefopar lion pharma,8906145220841,60,11400,684000,2027-06-30
furalgin forta,2025010609065,32,1200,38400,2028-06-30
rezolex tab,,90,16300,1467000,2027-10-30
GNP EGYPT KERELLA 30ML LOTION,6223002146215,26,2799,72774,2027-10-01
Azithro syrup scilife,,211,3866,815726,2027-05-05
EGPI fusidic acid 2% 20mg,6223003932916,7,2026,14182,2027-10-30
pioneer DEXACURE 0.1% DROPS,6251875003526,42,1232,51744,2028-07-30
pioneer piogent 0.3% drops,6251875002307,16,999,15984,2027-04-30
pioneer CIPRONEER DROPS,6251875002215,18,2154,38772,2027-12-30
pioneer N.S 500ml,,1630,600,978000,2027-11-30
pioneer piostan syrup,,83,1561,129563,2027-03-30
pioneer decopect syrup,,118,1334,157412,2028-05-30
pioneer chlomal syrup,,320,989,316480,2027-10-30
pioeer dexacure syrup,,392,889,348488,2028-07-30
pioneer no-vomit syrup,,124,3214,398536,2028-01-30
Pioneer motidon syrup,,60,1424,85440,2028-05-30
pioeer prdnicort syrup,,200,2223,444600,2028-07-30
sdi antoperas,,30,525,15750,2028-02-28
pioneer piospan syrup,,50,1561,78050,2028-07-30
pioneer mucosolve syrup,6251875001201,250,1192,298000,2028-12-30
Desma STEROGYL 15 H,3665084000055,134,5943,796362,2027-02-02
Desma kalinor,4260139090174,174,10360,1802640,2028-06-30
on call plus,682607535217,1670,4000,6680000,2028-12-30
monteplus,8904187892927,60,13131,787860,2027-12-30
tadaur plus,4270001892614,40,9727,389080,2027-12-30
flexonal tab,,35,19570,684950,2027-10-30
MERCK Concor 10mg 30 tab,,40,12149,485960,2027-07-07
MERCK Concor 5 Plus 30 tab,,29,10335,299715,2028-04-04
MERCK Euthyrox 25mcg tab,,29,4389,127281,2027-09-12
MERCK Euthyrox 50mcg 100 tab,,26,6803,176878,2027-10-10
MERCK Glucophage 1000mg 30 Tab,,45,5705,256725,2027-11-11
MERCK Glucophage 500mg 100 Tab,,52,8822,458744,2030-01-01
MERCK Glucophage 850mg 100 Tabs,,54,13396,723384,2028-12-12
MERCK Glucophage XR 1000mg 30 Tab,,66,10973,724218,2028-03-30
MERCK Glucovance 500mg/2.5mg 30 Tab,,2,6684,13368,2027-04-04
Hikma azelast plus spray,6221000011757,6,6145,36870,2028-07-30
Hikma eticoxia 90mg,6221000011740,6,5706,34236,2027-05-30
HIKMA 123 syrup,6221000000003,290,2750,797500,2027-04-04
Hikma Actosmet 15/850,6251159045051,23,40865,939895,2028-09-30
Hikma Amoclan fort 312mg susp100ml,6251065028926,44,6584,289696,2027-05-30
Hikma Blopress 16mg,6251159026944,21,12475,261975,2027-04-30
Hikma Blopress 8mg,6251159026937,22,10108,222376,2028-10-30
Hikma Blopress Plus 16mg tab,6251159023868,44,12476,548944,2028-10-30
Hikma Blopress Plus 8mg tab,6251159023851,19,10095,191805,2028-10-30
Hikma Dexilant 30mg cap,6251159062027,22,12045,264990,2028-05-30
Hikma Dexilant 60mg cap,6251159062041,20,18622,372440,2028-05-30
Hikma Divinus 10mg,6251065050125,19,29415,558885,2028-07-30
Hikma Indicaridin 10mg,6251159031726,44,2498,109912,2028-09-30
Hikma Indicaridin 40mg,6251159031719,45,2632,118440,2028-07-30
Hikma Lowvasc 5mg,6251159031023,48,5705,273840,2028-09-30
Hikma Neo Healar Supp,6251159028450,3,4389,13167,2028-05-30
Hikma No pain D.S,6251065010570,47,2523,118581,2028-01-30
Hikma Opraozole 20mg,6251065031612,6,3963,23778,2028-05-30
Hikma ciprolon 500mg tab,6251065012994,48,2648,127104,2028-03-30
Hikma Restamine,6251065011645,120,2288,274560,2028-04-30
Hikma Zomax 200mg/5ml Susp,6251065013632,60,3292,197520,2027-05-30
Hikma Zomax 500mg tab,6251065015100,81,4372,354132,2028-09-30
ADWIA Volt Flam 50mg Granules,6223002975457,309,3358,1037622,2027-05-06
CITRO PHARMA Citro D3 300000 IU,,29,1742,50518,2027-07-30
International Diostar-Plus 160/25mg tab,6251106160769,19,10969,329070,2027-04-28
International Aeriallerg 0.5mg/1ml syrup,6251106161230,9,3511,31599,2027-11-30
International alivio nasal spary,6251106802690,18,8778,158004,2027-09-30
International Diostar 80mg 30 Tabs,6251106000195,95,7022,667090,2028-07-30
International Diostar-Plus 80/12.5mg Tabs,6251106160776,14,7459,104426,2027-02-12
International Cefodox 100mg/5ml Susp,6251106400797,27,8778,237006,2028-05-30
International Cipropharm 500mg,6251106401152,20,2523,50460,2028-11-11
International Cefodox 100mg,6251106400681,7,6038,42266,2027-07-30
International Orotix 90mg,6251106161605,37,8338,308506,2028-02-28
International Tidilor 10mg Tabs,6251106200137,25,1250,31250,2028-10-30
International combitran plus 40/10/12.5 tab,6251106804229,2,25033,50066,2027-06-30
International carvidol 6.25 mg,6251106161582,9,4167,37503,2028-06-30
International carvidol 12.5mg,6251106802218,29,5044,146276,2027-10-30
lincare paralin neuro tab,,25,4536,113400,2028-04-04
Sanofi Clomid 50 mg tab,3582910077336,10,8220,82200,2028-08-30
Sanofi Cordarone 200 mg tab,3664798006117,13,10840,140920,2028-01-30
Sanofi Doliprane 1000g Tab,3664798010466,170,4029,684930,2028-01-01
Sanofi Lantus SoloStar 100 Unit pen,,50,16076,803800,2028-10-30
Sanofi Depakine 200 mg 40 tab,3664798019735,35,4455,155925,2028-06-30
Sanofi Lasix 40 tab,3582910029267,28,1931,54068,2028-03-30
Sanofi Zympass 20/10mg tab,3664798030655,6,35664,213984,2028-08-30
Sanofi Depakine 200 mg/ml Solution,3664798019889,9,3602,32418,2028-02-28
Servier Coversyl 5mg,3664898116655,7,7462,52234,2028-08-30
Vitabiotics Osteocare 30 tab,5021265254347,19,8119,154261,2028-08-30
Vitabiotics Feroglobin B12 Syrup 200ml,5021265245765,16,10753,172048,2027-08-30
Vitabiotics Pregnacare Original 30 tab,5021265254309,22,12272,269984,2027-10-30
Cipla Foracort 200 Inhaler,8901117086197,2,14474,28948,2027-03-30
Julphar laxocodyl 10mg supp,,19,3087,58653,2028-10-30
Julphar adol 100mg drop,6291100081394,20,1646,32920,2027-03-30
Julphar adol extra tab,6291100080557,80,2135,170800,2028-04-30
Julphar alfacort 1% cream,6291100081059,20,3268,65360,2028-01-30
Julphar mebo 0.25 % ointment,6291100082711,61,9217,562237,2028-06-30
Julphar profinal 100mg susp 110ml,6291100080427,96,1976,189696,2028-06-30
Julphar Enoxirt 1g I.V,6291100081110,1120,2620,2934400,2028-12-30
Unimed Zolol 4/1 mg 30 Single doses,6192012111974,13,14726,191438,2026-08-30
SAMAPRADUEST Motax Lemon 24Lozenges,2401019703643,24,2825,67800,2027-09-09
SAMAPRADUEST Motax Orange 24Lozenges,2401019703124,19,2825,53675,2027-09-09
SAMAPRADUEST Motax Peppermint 24Lozenges,2401019703643,24,2825,67800,2027-08-08
paciclav 875mg/125mg tab,,30,4644,139320,2027-08-30
Biofarma Alarin 10mg tab,8699578010089,195,2225,433875,2027-05-30
Biofarma Travaderm 10/1 mg Cream 15g,8699578354220,99,7020,694980,2027-04-04
BioFarma Panref Pantoprazole 20mg,,3,10044,30132,2028-05-05
MIDPHARMA betixim 100mg/5ml syrup,,107,2310,247170,2027-11-30
